date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2023-09-16,Concord,NH,Capitol Plaza,Freedom Rally,,,,We the People NH,,"for freedom, for patriotism",2,rally,,,,,,,,,,every Saturday,,https://www.instagram.com/p/CbPwyVVOqES/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Coupeville,WA,N Main St and WA-20,Rally for Roe in Coupeville,,,,POWER; Indivisible Whidbey,,"against overturning Roe v. Wade, for choice and bodily autonomy",1,demonstration,,,,,,,,,,every Saturday,,https://act.wewontgoback.com/event/bans-off-our-bodies-events/4356,https://www.mobilize.us/indivisible-whidby/event/493798/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Dallas,TX,1014 Main St,,,,,Irans Voice DFW,,"in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran",0,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CwoBc6ySg8T/?img_index=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Dallas,TX,Reverchon Park,TX Latino Pride Fest,,,,TX Latino Pride,,"for Hispanic/Latine LGBTQ+ pride, Mexico/Rainbow Pride flag, Progress Pride flag, protect trans kids!, the only good Nazi is a dead Nazi, Born This Way flag, we're here! we're queer! we're not going anywhere!, say gay / closets are for clothes not LGBTQ youth, love always wins",1,rally,,festival; some stood across the street from counter-protesters with flags and bullhorns and chanted at counter-protesters,,,,,,,20230916-dallas-txlatinopride,,,https://txlatinopride.org/#events,https://twitter.com/Official_A_N_I/status/1703212047419281834,https://t.me/protectTXkids/164,https://www.instagram.com/p/CxRnb4ytWDU/?img_index=1,https://www.dallasnews.com/arts-entertainment/2023/09/18/openly-proud-and-openly-queer-texas-latinx-pride-fest-in-dallas-celebrates-community/,https://www.dallasobserver.com/news/ideological-stunts-state-rep-asks-dallas-city-council-to-investigate-pride-event-17602698,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Dallas,TX,Reverchon Park,"Protest Against ""Texas Latino Pride Fest""",count pic,25,35,Protect Texas Kids; New Columbia Movement; American Nationalist Initiative,,"against Texas Latino LGBTQ+ pride festival, against all-ages drag shows, New Columbia Movement flag, American Nationalist Initiative flag, honk against drag for kids",2,counter-protest,,stood across street from park with flags; megaphone; prayer,,,,,,,20230916-dallas-txlatinopride,,,https://t.me/protectTXkids/163,https://twitter.com/Official_A_N_I/status/1703212047419281834,https://t.me/protectTXkids/164,https://www.instagram.com/p/CxRnb4ytWDU/?img_index=1,https://www.dallasnews.com/arts-entertainment/2023/09/18/openly-proud-and-openly-queer-texas-latinx-pride-fest-in-dallas-celebrates-community/,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Davie,FL,Griffin Rd and University Dr,,,,,,,"in support of Donald Trump, for patriotism",2,demonstration,,,,,,,,,,"every Saturday since unspecified date in 2020, picking October 3 as start point",,https://www.sun-sentinel.com/local/broward/davie/fl-ne-trump-supporter-gathering-davie-20230401-ehftmnd76fgvhn4262pzmyagim-story.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Decorah,IA,"Decorah UCC, 209 W Broadway St",,a,1,1,,teen,"against LGBTQ+ pride, God hates gays",2,direct action,,vandalized several local churches and other buildings,,,1,graffiti,,,,"not exactly a counter-protest, since it happened overnight after festival, so treating it as a standalone event",,https://www.instagram.com/p/CxTYcYWx5XF/,https://www.insideedition.com/iowa-teen-arrested-for-hate-crimes-after-allegedly-spraying-homophobic-slurs-on-churches-during,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Decorah,IA,"Decorah UCC, 209 W Broadway St",,,,,,,"against anti-LGBTQ+ vandalism, for love, for Christian values",1,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CxTYcYWx5XF/,https://www.instagram.com/p/CxZLUintrFt/?img_index=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Decorah,IA,Water St,Pride Parade and Party in the Park,,,,Decorah Pride,,"for LGBTQ+ pride, Progress Pride flag, Intersex Pride flag",1,march; rally,,parade; festival,,,,,,,,,,https://decorahpride.org/,https://www.instagram.com/p/CxRLQFVPF4_/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Denton,TX,Denton City Hall; Hartlee Field Rd,City Hall Ride for Northeast Denton,,,,Friends of Northeast Denton,,"against planned development and road widening in northeast Denton, against increased traffic and noise pollution, for preserving local green space",0,bicycle ride; rally,,wore red,,,,,,,,,,https://dentonrc.com/news/denton/residents-will-protest-development-in-ne-denton-at-community-organized-bike-rally/article_57b2f28c-784a-5e03-8a75-ac3cab367193.html,https://dentonrc.com/news/denton/northeast-denton-residents-again-protest-development-as-city-cancels-next-joint-meeting-with-planning-zoning/article_f4ad236c-261b-5b49-9f15-245b3d351897.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Denver,CO,"Anti-Defamation League, 1120 Lincoln St",,count pic,7,8,Rocky Mountain Resistance,,"against the Anti-Defamation League, for antisemitism, for white supremacy, ban the ADL",2,demonstration,,megaphone; matching t-shirts,,,,,,,,,,https://t.me/BigSkyAC/1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Detroit,MI,16435 E Eight Mile Rd,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Dover,NH,Central Ave and Indian Brook Drive,Freedom Rally,,,,,,"against coronavirus mask and vaccination mandates, for freedom, for medical choice",2,rally,,,,,,,,,,every Saturday,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Downey,CA,Kaiser Permanente Downey Medical Center,,count video,7,8,Action for Care and Equity Coalition,,"for requiring masks in healthcare settings, for COVID prevention, masks in healthcare save lives / give care not COVID, brink mask back, it's only logical / keep masks in healthcare, mask is love, KN95s save lives",0,demonstration,,,,,,,,,,,,https://twitter.com/joaquinlife/status/1702868163720053226,https://twitter.com/joaquinlife/status/1703234505270792427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Eugene,OR,Eugene Public Library,,,,,,,for peace,0,protest,,,,,,,,,,every Saturday since 2002,,https://www.dailyemerald.com/ethos/protesting-for-peace/article_da6a07f2-e623-11ec-9d9c-2fb81f576a1e.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Fayetteville,NC,110 Cude St,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Forest Park,OH,,,count pic,5,6,Cincinnati Active Club,,"for white supremacy, for resignation of University of Cincinnati police chief Eliott Isaac, against violent attack on white student, UC pigs can't protect students, Elliott Isaac = incompetent, Elliott Isaac must resign, Cincinnati Active Club flag",2,protest,,,,,,,,,,"date not given, so dating to day before post",,https://t.me/BigSkyAC/1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Framingham,MA,Red Roof Inn,,count pic,25,30,NSC-131,,"for white supremacy, against immigration, invaders: go home",2,demonstration,called to scene,wore face coverings and hats and matching khakis and shirts,,,,,,,,,,https://t.me/NewEngland3P/434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Freeport,ME,"L.L. Bean, 95 Main St",,,,,,retirees,"against L.L. Bean's partnership with Citibank for Beanbucks Mastercard program, against investments in new fossil fuel infrastructure, for climate action",1,demonstration,,,,,,,,,,daily since Sept 2023,,https://www.pressherald.com/2023/10/04/climate-demonstrators-call-for-l-l-bean-to-discourage-fossil-fuel-investment/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Gorham,NH,Railroad St,Freedom Flag Convoy - Coos County,,,,We the People NH,,"for freedom, for patriotism, for The Resolve Initiative",2,caravan,,,,,,,,,,every Saturday starting 6/4/22,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Greenfield,MA,Greenfield Common,,,,,,,for peace,0,vigil,,,,,,,,,,every Saturday since September 2002,,https://www.recorder.com/Roughly-30-convene-for-vigil-recognizing-77th-anniversary-of-Hiroshima-Nagasaki-bombings-47507635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Greensboro,NC,2401 Randleman Rd,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Harrisonburg,VA,Love Park,,,,,Shenandoah Valley Antiwar Coalition,,"for peace in Ukraine, against war",0,vigil,,,,,,,,,,every Saturday during war,,https://www.whsv.com/2022/03/20/peace-vigil-ukraine-continues-harrisonburg/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Hendersonville,TN,,,,,,Patriot Front,,"for white supremacy, for patriotism, better dead than red, united we stand",2,demonstration,,stencils,,,,,,,,"date not specified, so dating to day before post",,https://t.me/PatriotFrontUpdates/16835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Houston,TX,2521 Post Oak Blvd,,,,,Free Iran,,"in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran",0,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CxN43Abuy1T/?img_index=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Houston,TX,"Petland Bellaire, 6429 Westheimer Rd",,count video,4,6,Bailing Out Benji; Gulf Coast Animal Welfare Alliance,,"against sale of commerically bred animals at Petland pet store, against puppy mills, pets not profit, don't shop / adopt, boycott Petland / help stop puppy mills",0,protest,,,,,,,,,,,,https://www.fox26houston.com/news/houston-pet-store-racks-up-more-than-30-citations-for-selling-commercially-bred-animals,https://www.fox26houston.com/video/1280841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Ithaca,NY,S Meadow St and Clinton St,,,,,Catholic Worker Movement,,"against war, for peace",0,vigil,,,,,,,,,,every Saturday since 2001-2003,,https://ithacavoice.com/2023/01/ithaca-catholic-workers-celebrate-20th-anniversary-of-saturday-peace-vigils/,https://catholicworker.org/about-the-catholic-worker-movement/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Jackson,TN,Conger Park,Pride in the Park,,,,Jackson TN Pride,,for LGBTQ+ pride,1,rally,,,,,,,,,,4th annual,,https://www.wbbjtv.com/2023/09/13/4th-annual-jackson-pride-celebration-returning-with-events-at-conger-park-civic-center/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Jacksonville,FL,Bethel AME Church; Jacksonville City Hall,,dozens,24,24,Repairers of the Breach; March for Our Lives; League of Women Voters; Moms Demand Liberty; Mad Dads; United Church UCC-DOC,religious leaders; community organizations; concerned citizens,"for justice for victims of Dollar General mass shooting, against gun violence, against racism, against Governor Ron DeSantis, we demand cease and desist from division and hate, Black Voters Matter, hate will not have the last say in this democracy, we need policies not attacks, cease and desist from division and hate, Black Lives Matter flag, there are 9.5 million poor and low-wealth people in Florida, take back!, disarm hate",1,march; rally,on scene,singing; prayer; marched in street; pre-printed signs,,,,,,,,"feat. David Hogg, Arlinda Burks",,https://www.actionnewsjax.com/news/local/protestors-march-jacksonville-city-hall-three-weeks-after-racist-triple-shooting/TTGNG5IK2ZDILCCPYP2WIEG2IU/,https://www.actionnewsjax.com/news/local/this-isnt-1960s-protestors-march-jacksonville-city-hall-three-weeks-after-mass-shooting/ZQ4KJPAVSBBZRH4KFWBIBE3NOA/,https://www.firstcoastnews.com/article/news/local/dozens-march-on-jacksonville-city-hall-calling-elected-officials-to-spread-peace-not-hate/77-9c54e068-0370-4403-b6c3-70a59ada8498,https://www.news4jax.com/news/local/2023/09/17/groups-march-against-hate-at-take-back-the-mic-rally/,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Johnsbury,IL,Veterans Memorial Park,Let's Beat Breast Cancer,,,,Physicians Committee for Responsible Medicine,,"in honor of Breast Cancer Awareness Month, for preventing breast cancer, for vegan diet",0,rally,,,,,,,,,,,,https://www.pcrm.org/letsbeatbreastcancer/rallies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Kansas City,MO,Mill Creek Park,,,,,Women Live Freedom KC,,"in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran",0,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CwoBc6ySg8T/?img_index=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Lancaster,PA,31 Caroline St,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,"every 2nd, 3rd, and (if relevant) 5th Saturday of the month from Feb 11 to Nov 11 2023",,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Langley,WA,Cascade Ave,,,,,,,"against overturning Roe v. Wade, for choice and bodily autonomy",1,demonstration,,,,,,,,,,every Saturday,,https://act.wewontgoback.com/event/bans-off-our-bodies-events/4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Las Vegas,NV,"The Mirage, 3400 S Las Vegas Blvd",,,,,,,"in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran",0,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CwoBc6ySg8T/?img_index=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Los Angeles,CA,"Los Angeles City Hall, 200 N Spring St",,thousands,2000,2000,LA Protests,Iranian Americanselected officials,"in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran, against the Islamic Republic of Iran Iran Lion and Sun flag, woman life freedom!, free Iran, stop executions in Iran, Iranian lives matter, immediate release of all political prisoners in Iran, American flag",0,demonstration,on scene,marched in street,,,,,,,,,,https://www.instagram.com/p/Cwqo0qaP-f9/,https://www.cbsnews.com/losangeles/news/thousands-gather-on-anniversary-of-mahsa-aminis-death-for-memorial-protest-in-downtown-la/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Mackinac Island,MI,Community Hall,Mackinac Island Pride Festival Pride Party,,,,Straits Pride,,for LGBTQ+ pride,1,rally,,festival,,,,,,,,,,https://straitspride.org/events/2022/5/9/mackinac-island-straits-pride-festival-2023,https://www.cheboygannews.com/story/entertainment/local/2023/09/02/mackinacisland-to-host-second-annual-pride-festival/70730256007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Martinsburg,WV,Rosedale Funeral Home and Cemetery,Walk for Recovery,,,,Berkeley County Recovery Resource Center; Rosedale Funeral Home and Cemetery,,"in commemoration of National Recovery Month, for recovery from dug and alcohol addiction, for destigmatizing addiction",0,march; rally,,,,,,,,,,,,https://www.journal-news.net/journal-news/community-rallies-for-walk-for-recovery-at-rosedale-cemetery/article_22ae6c11-f76d-5ab5-8d0f-be18f6d39219.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Memphis,TN,American Way Park; Memphis Police Department,All Stolen Lives Rally,,,,,families,"in remembrance of all people killed by Memphis Police Department, for justice for Jaylin McKenzie, against police brutality, for police transparency and accountability, against racism, Black Lives Matter, justice for Jaylin",1,rally; caravan,,placed 20 mock body bags outside police department,,,,,,,,,,https://www.actionnews5.com/2023/09/17/all-stolen-lives-rally-raises-awareness-people-killed-by-mpd/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Milwaukee,WI,,Stand for Peace,,,,Peace Action WI,,"for peace, against war and injustice",0,demonstration,,,,,,,,,,every Saturday since early 2000s,,https://www.peaceactionwi.org/stand_for_peace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Minneapolis,MN,Peavey Plaza,,,,,Minnesota for Iran,,"in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran",0,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CwoBc6ySg8T/?img_index=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Modesto,CA,1601 Celeste Dr,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Monroe,NC,Union County Public Library,,,,,,,"against Moms for Liberty Constitution Day event at Union County Public Library, against anti-LGBTQ+ discrimination",1,protest,,,,,,,,,,,,https://www.wcnc.com/article/news/local/protests-planned-union-county-constitution-day-storytime/275-33d87f4e-cb3f-4ec8-814b-35dad4ef760d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Murray,KY,Central Park,Pride at the Park,,,,Murray Pride; Murray State Democrats,students; faculty; community members,"for LGBTQ+ pride, protect these trans kids, protect queer youth",1,rally; march,,festival,,,,,,,,,,https://www.facebook.com/MurrayKYPride/,https://www.facebook.com/events/827881265455610,https://murraystatenews.org/196695/news/murray-pride-lgbtq-support-in-the-community/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Napa,CA,3020 Browns Valley Rd,,,,,,,"against antisemitism, against bigotry, hate is not a Napa value",1,demonstration,,truck with large sign parked in front of target's house,,,,,,,,planned thru end of Oct 2023,,https://napavalleyregister.com/news/local/napan-protests-hate-messages-with-his-own-sign-campaign-on-browns-valley-road/article_fd43e002-5280-11ee-9e6b-cfd61e5f0f6b.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Nashville,TN,Estes Kefauver Federal Building,,,,,,,"in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran",0,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CwoBc6ySg8T/?img_index=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,New York,NY,"59 Cooper Square, Manhattan",40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,New York,NY,"City Hall Park, Manhattan",,,,,Woman Life Freedom NYC,,"in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran",0,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CwoBc6ySg8T/?img_index=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,New York,NY,"Columbus Circle, Manhattan",The Fight Goes On,count pic,50,70,Svitanok NYC,,"against Russia's invasion and war in Ukraine, Ukraine flag, American flag, support Ukraine / destroy fascist Russia, if Russia stops fighting there will be no war / if Ukraine stops fighting there will be no more Ukraine, fight like Ukrainian, Ukrainian Insurgent Army flag",0,rally,,,,,,,,,,,,https://www.instagram.com/p/CxIon_RubfQ/,https://www.instagram.com/p/CxWF-c9R7a6/?img_index=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,New York,NY,"Museum of Chinese in America, 215 Centre St",March Against Displacement and Racist Violence,,,,Youth Against Displacement,,"in solidarity with workers at Jing Fong restaurant, against gentrification and displacement from Chinatown, against racism",1,picket,,,,,,,,,,every Thursday thru Sunday,,https://docs.google.com/forms/d/e/1FAIpQLSexLtzOKkZaCS9V-BiKJUeXEUQu0rGczFqAhrC5rBSOW-Qe6w/viewform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Niles,OH,Eastwood Field,ASAP Recovery Rally,over 800; estimated 900,800,900,Alliance for Substance Abuse Prevention,,"in commemoration of National Recovery Month, for recovery from dug and alcohol addiction, for destigmatizing addiction",0,rally,,,,,,,,,,11th annual,,https://www.wkbn.com/news/local-news/niles-news/hundreds-rally-for-recovery-at-annual-event/,https://www.vindy.com/news/local-news/2023/09/survivors-share-stories-at-rally-for-recovery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,North Bend,WA,Tinkham Rd and I-90,,count video,7,8,White Lives Matter Washington,,"for white supremacy, they want to replace whites, white lives matter, Betsy Ross flag",2,demonstration,,wore caps and face coverings and matching sweatshirts,,,,,,,,,,https://t.me/WhiteLivesMatterOfficial/9223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Oak Harbor,WA,SW Beeksma Dr and SE Pioneer Way,,,,,,,"against overturning Roe v. Wade, for choice and bodily autonomy",1,demonstration,,,,,,,,,,every Saturday,,https://act.wewontgoback.com/event/bans-off-our-bodies-events/4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Olympia,WA,402 Legion Way SE,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Ontario,OR,"Planned Parenthood - Ontario Health Center, 640 SW 4th Ave",40 Week Journey of Hope,,,,Love Life; Stanton Health Care,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,https://www.argusobserver.com/news/organizers-stage-rally-on-1-year-anniversary-of-roe-v-wade-being-overturned/article_422811c4-111e-11ee-9fd5-6b95c6363757.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Orlando,FL,Waterford Lakes Town Center,,count pic,5,6,Order of the Black Sun; White Lives Matter Florida; Golden Eagle Outdoor Club,,"for white supremacy, White Lives Matter",2,demonstration,,,,,,,,,,,,https://twitter.com/CarlosGSmith/status/1703179862477815822,https://twitter.com/MIAAntifaNews/status/1703526717342539781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Petersburg,VA,Third Baptist Church,Stop the Violence,,,,New Divine Worship Center; Black Power Coalition,victims' families; candidates for office,"against violent crime, against gun violence, Black Liberation flag",0,rally; caravan,on scene; escorted caravan,,,,,,,,,"date not specified, so dating to day before publication",,https://emeatribune.com/victims-families-speak-out-at-anti-violence-rally-in-petersburg/,https://www.progress-index.com/story/news/2023/09/16/victims-families-speak-at-anti-violence-in-petersburg/70882323007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Phoenix,AZ,Heritage Square,Latino Pride Festival,hundreds,200,200,Latino Pride Alliance; Chicanos por la Causa de Colores; Turning the Tide,,"for Latino LGBTQ+ pride, Mexico/Rainbow Pride flag, Puerto Rico flag",1,rally,,festival,,,,,,,,3rd annual,,https://www.azcentral.com/story/news/local/phoenix/2023/09/17/latino-pride-festival-downtown-phoenix-celebrates-heritage/70858865007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Plantation,FL,20 NW 46th Ave,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Plymouth,NH,"McDonald's, 11 Ridge View Ln",Flag Wave,,,,,,for patriotism,2,demonstration,,,,,,,,,,every Saturday,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Pomona,CA,217 E McKinley Ave,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Portland,OR,Battleship Oregon Memorial Park,,,,,Free Iran PDX,,"in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran",0,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CwoBc6ySg8T/?img_index=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Portland,OR,Wellington Park,,,,,Justice for Patrick Kimmons,,"for justice for Patrick Kimmons, against police brutality, for police accountability, against racism",1,march,,,,,,,,,,,,https://www.instagram.com/p/CxBrogjyra_/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Princeton,WV,Church Mathena Center,Let's Beat Breast Cancer,,,,Physicians Committee for Responsible Medicine,,"in honor of Breast Cancer Awareness Month, for preventing breast cancer, for vegan diet, let's beat breast cancer",0,rally,,,,,,,,,,,,https://www.pcrm.org/letsbeatbreastcancer/rallies,https://www.wvva.com/2023/09/17/lets-beat-breast-cancer-rally-provides-cancer-education-chuck-mathena-center/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Provo,UT,,Back to School Pride Night,"over 2,000",2000,2000,RaYnbow Collective; Cougar Pride Center; Brigham Young Universtity Antiracism Club; USGA; Free Mom Hugs,students; children; adults,"for LGBTQ+ pride, Rainbow Pride flag, love is not a sin, have a nice day, Nonbinary Pride flag, protect queer students, child of god",1,rally,,festival,,,,,,,,,,https://www.heraldextra.com/news/local/2023/sep/19/back-to-school-pride-night-in-provo-demonstrates-embrace-of-lgbtq-people/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Raleigh,NC,3501 Horton St,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Riverside,CA,6927 Magnolia Ave,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Roanoke,VA,2216 Peters Creek Rd NW,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Rockaway,NJ,Franklin Ave and E Main St,Freedom Rally,,,,,,"for medical freedom, for patriotism",2,rally,,,,,,,,,,"every Saturday except holidays; unclear when it started, we picked it up on 2023-02-11",,https://t.me/USARALLYBOARD/12934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Rockford,IL,Rockford City Hall,,,,,May 30th Alliance,,"against police terrorism, against mass incarceration, against racial injustice",1,demonstration,,,,,,,,,,,,https://twitter.com/M30Alliance/status/1370029296509652993,https://www.instagram.com/p/CaSTboAu4rQ/,https://www.instagram.com/p/Cn0kEJfNppE/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,Sacramento,CA,California State Capitol,,,,,,,"in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran",0,demonstration,,,,,,,,,,,,https://www.instagram.com/p/CxN43Abuy1T/?img_index=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
